benchmark,input,smt_to_ll_seconds,slot_generation_seconds,chain_generation_seconds,first_generation_seconds,last_generation_seconds,random_generation_seconds,all-bfs_generation_seconds,all-dfs_generation_seconds,slot_solver_time,chain_solver_time,first_solver_time,last_solver_time,random_solver_time,all-bfs_solver_time,all-dfs_solver_time,slot_total_seconds,chain_total_seconds,first_total_seconds,last_total_seconds,random_total_seconds,all-bfs_total_seconds,all-dfs_total_seconds
bin_eventlogadm_vc331203,/home/hassan/Desktop/SLOT/scripts/../slot-benchmark-sat-with-select/QF_BV/spear/samba_v3.0.24/bin_eventlogadm_vc331203.smt2,10.965,,1.548,,,,,,11.2294,6.97535,3.80651,7.6317,5.81791,17.537,9.60408,,19.4883,,,,,
bin_eventlogadm_vc331205,/home/hassan/Desktop/SLOT/scripts/../slot-benchmark-sat-with-select/QF_BV/spear/samba_v3.0.24/bin_eventlogadm_vc331205.smt2,11.389,,1.549,,,,,,6.95968,13.5117,2.93626,2.80795,2.95345,8.47926,9.17685,,26.4497,,,,,
bin_eventlogadm_vc351368,/home/hassan/Desktop/SLOT/scripts/../slot-benchmark-sat-with-select/QF_BV/spear/samba_v3.0.24/bin_eventlogadm_vc351368.smt2,20.758,,3.146,,,,,,2.74733,9.42644,1.44352,1.53525,13.8822,23.4971,19.5121,,33.3304,,,,,
bin_eventlogadm_vc351388,/home/hassan/Desktop/SLOT/scripts/../slot-benchmark-sat-with-select/QF_BV/spear/samba_v3.0.24/bin_eventlogadm_vc351388.smt2,24.277,,3.477,,,,,,2.62932,14.9165,2.53735,2.42289,26.6436,39.4485,34.7431,,42.6705,,,,,
bin_eventlogadm_vc352367,/home/hassan/Desktop/SLOT/scripts/../slot-benchmark-sat-with-select/QF_BV/spear/samba_v3.0.24/bin_eventlogadm_vc352367.smt2,20.685,,3.348,,,,,,4.62526,9.15242,1.53211,0.996261,16.1833,18.8978,13.5757,,33.1854,,,,,
bin_libsmbsharemodes_vc4818,/home/hassan/Desktop/SLOT/scripts/../slot-benchmark-sat-with-select/QF_BV/spear/samba_v3.0.24/bin_libsmbsharemodes_vc4818.smt2,24.857,,3.674,,,,,,11.0829,21.4659,0.835921,0.580915,5.89992,8.22942,8.21875,,49.9969,,,,,
compose.s2._bit8_na6_nr3_paired,/home/hassan/Desktop/SLOT/scripts/../slot-benchmark-sat-with-select/QF_BV/20221214-p4dfa-XiaoqiChen/Composition/compose.s2._bit8_na6_nr3_paired.smt2,53.804,,3.4,,,,,,49.6064,7.99796,8.20206,4.90133,10.1003,13.2277,19.3549,,65.202,,,,,
compose.s2._bit8_na6_nr4_paired,/home/hassan/Desktop/SLOT/scripts/../slot-benchmark-sat-with-select/QF_BV/20221214-p4dfa-XiaoqiChen/Composition/compose.s2._bit8_na6_nr4_paired.smt2,80.079,,5.657,,,,,,25.5123,4.30469,7.70138,12.157,16.6546,24.6285,23.6722,,90.0407,,,,,
mobiledevice_bit8_na6_nr3_paired,/home/hassan/Desktop/SLOT/scripts/../slot-benchmark-sat-with-select/QF_BV/20221214-p4dfa-XiaoqiChen/MobileDevice/mobiledevice_bit8_na6_nr3_paired.smt2,21.918,,1.136,,,,,,27.8064,7.30285,7.5742,7.85789,16.0613,14.288,14.1437,,30.3569,,,,,
src_wget_vc18516,/home/hassan/Desktop/SLOT/scripts/../slot-benchmark-sat-with-select/QF_BV/spear/wget_v1.10.2/src_wget_vc18516.smt2,0.158,,0.115,,,,,,3.56268,1.44145,7.73645,8.67649,4.38625,8.58618,7.82388,,1.71445,,,,,
string1x8.10._bit8_na6_nr3_paired,/home/hassan/Desktop/SLOT/scripts/../slot-benchmark-sat-with-select/QF_BV/20221214-p4dfa-XiaoqiChen/StringMatching/string1x8.10._bit8_na6_nr3_paired.smt2,32.512,,1.778,,,,,,650.061,263.728,104.282,44.8795,730.99,10.1653,97.9541,,298.018,,,,,
string1x8.2._bit8_na6_nr3_paired,/home/hassan/Desktop/SLOT/scripts/../slot-benchmark-sat-with-select/QF_BV/20221214-p4dfa-XiaoqiChen/StringMatching/string1x8.2._bit8_na6_nr3_paired.smt2,45.136,,3.065,,,,,,650.018,622.39,299.901,188.056,533.013,139.41,38.1392,,670.591,,,,,
string1x8.3._bit8_na6_nr3_paired,/home/hassan/Desktop/SLOT/scripts/../slot-benchmark-sat-with-select/QF_BV/20221214-p4dfa-XiaoqiChen/StringMatching/string1x8.3._bit8_na6_nr3_paired.smt2,18.501,,1.19,,,,,,117.246,81.4184,34.7222,11.0776,66.6849,46.1792,102.593,,101.109,,,,,
string1x8.4._bit8_na6_nr3_paired,/home/hassan/Desktop/SLOT/scripts/../slot-benchmark-sat-with-select/QF_BV/20221214-p4dfa-XiaoqiChen/StringMatching/string1x8.4._bit8_na6_nr3_paired.smt2,11.147,,0.633,,,,,,46.1832,137.408,93.4183,132.242,117.943,27.3183,122.963,,149.188,,,,,
string1x8.7._bit8_na6_nr3_paired,/home/hassan/Desktop/SLOT/scripts/../slot-benchmark-sat-with-select/QF_BV/20221214-p4dfa-XiaoqiChen/StringMatching/string1x8.7._bit8_na6_nr3_paired.smt2,11.072,,0.631,,,,,,315.672,126.414,136.101,177.432,302.617,76.4404,141.268,,138.117,,,,,
