benchmark,input,smt_to_ll_seconds,slot_generation_seconds,chain_generation_seconds,first_generation_seconds,last_generation_seconds,random_generation_seconds,all-bfs_generation_seconds,all-dfs_generation_seconds,slot_solver_time,chain_solver_time,first_solver_time,last_solver_time,random_solver_time,all-bfs_solver_time,all-dfs_solver_time,slot_total_seconds,chain_total_seconds,first_total_seconds,last_total_seconds,random_total_seconds,all-bfs_total_seconds,all-dfs_total_seconds
45,/home/hassan/Desktop/SLOT/scripts/../slot-benchmark-sat-with-select/QF_BV/mcm/45.smt2,13.53,4.74,4.973,5.437,5.349,5.525,8.049,,0.935036,0.608819,5.28219,5.99854,5.6722,5.10566,7.12216,19.205,19.1118,24.2492,24.8775,24.7272,26.6847,
54,/home/hassan/Desktop/SLOT/scripts/../slot-benchmark-sat-with-select/QF_BV/mcm/54.smt2,31.722,11.123,12.608,11.943,12.479,12.568,24.489,,189.634,213.627,305.01,10.9602,44.2632,49.8963,103.035,232.479,257.957,348.675,55.1612,88.5532,106.107,
bin_eventlogadm_vc331203,/home/hassan/Desktop/SLOT/scripts/../slot-benchmark-sat-with-select/QF_BV/spear/samba_v3.0.24/bin_eventlogadm_vc331203.smt2,10.965,0.232,1.647,0.773,0.89,0.786,251.722,,11.2294,6.49355,3.80651,7.6317,5.81791,17.537,9.60408,22.4264,19.1056,15.5445,19.4867,17.5689,280.224,
bin_eventlogadm_vc331205,/home/hassan/Desktop/SLOT/scripts/../slot-benchmark-sat-with-select/QF_BV/spear/samba_v3.0.24/bin_eventlogadm_vc331205.smt2,11.389,0.234,1.661,0.792,0.887,0.911,435.782,,6.95968,9.47413,2.93626,2.80795,2.95345,8.47926,9.17685,18.5827,22.5241,15.1173,15.084,15.2534,455.65,
bin_eventlogadm_vc331206,/home/hassan/Desktop/SLOT/scripts/../slot-benchmark-sat-with-select/QF_BV/spear/samba_v3.0.24/bin_eventlogadm_vc331206.smt2,10.076,0.232,1.623,0.737,0.848,0.832,198.216,,3.63811,5.19569,2.13623,2.32916,3.0924,7.4634,8.88855,13.9461,16.8947,12.9492,13.2532,14.0004,215.755,
bin_eventlogadm_vc351368,/home/hassan/Desktop/SLOT/scripts/../slot-benchmark-sat-with-select/QF_BV/spear/samba_v3.0.24/bin_eventlogadm_vc351368.smt2,20.758,0.386,3.454,1.392,1.362,1.397,,,2.74733,14.4744,1.44352,1.53525,13.8822,23.4971,19.5121,23.8913,38.6864,23.5935,23.6552,36.0372,,
bin_eventlogadm_vc351388,/home/hassan/Desktop/SLOT/scripts/../slot-benchmark-sat-with-select/QF_BV/spear/samba_v3.0.24/bin_eventlogadm_vc351388.smt2,24.277,0.426,3.777,1.519,1.441,1.522,,,2.62932,6.21434,2.53735,2.42289,26.6436,39.4485,34.7431,27.3323,34.2683,28.3334,28.1409,52.4426,,
bin_eventlogadm_vc352367,/home/hassan/Desktop/SLOT/scripts/../slot-benchmark-sat-with-select/QF_BV/spear/samba_v3.0.24/bin_eventlogadm_vc352367.smt2,20.685,0.416,3.782,1.511,1.37,1.506,,,4.62526,4.74821,1.53211,0.996261,16.1833,18.8978,13.5757,25.7263,29.2152,23.7281,23.0513,38.3743,,
bin_libsmbsharemodes_vc4818,/home/hassan/Desktop/SLOT/scripts/../slot-benchmark-sat-with-select/QF_BV/spear/samba_v3.0.24/bin_libsmbsharemodes_vc4818.smt2,24.857,0.453,4.119,1.627,1.469,1.574,,,11.0829,7.68485,0.835921,0.580915,5.89992,8.22942,8.21875,36.3929,36.6608,27.3199,26.9069,32.3309,,
compose.s2._bit8_na6_nr3_paired,/home/hassan/Desktop/SLOT/scripts/../slot-benchmark-sat-with-select/QF_BV/20221214-p4dfa-XiaoqiChen/Composition/compose.s2._bit8_na6_nr3_paired.smt2,53.804,0.19,3.619,0.888,0.842,0.896,,,49.6064,8.28346,8.20206,4.90133,10.1003,13.2277,19.3549,103.6,65.7065,62.8941,59.5473,64.8003,,
compose.s2._bit8_na6_nr4_paired,/home/hassan/Desktop/SLOT/scripts/../slot-benchmark-sat-with-select/QF_BV/20221214-p4dfa-XiaoqiChen/Composition/compose.s2._bit8_na6_nr4_paired.smt2,80.079,0.252,5.726,1.241,0.983,1.238,,,25.5123,17.2458,7.70138,12.157,16.6546,24.6285,23.6722,105.843,103.051,89.0214,93.219,97.9716,,
convert-jpg2gif-query-1180,/home/hassan/Desktop/SLOT/scripts/../slot-benchmark-sat-with-select/QF_BV/uclid/catchconv/convert-jpg2gif-query-1180.smt2,20.928,0.527,2.1,1.939,1.785,1.91,4.196,,0.88667,4.92061,1.40608,0.671626,1.06796,0.687663,1.11753,22.3417,27.9486,24.2731,23.3846,23.906,25.8117,
convert-jpg2gif-query-1190,/home/hassan/Desktop/SLOT/scripts/../slot-benchmark-sat-with-select/QF_BV/uclid/catchconv/convert-jpg2gif-query-1190.smt2,22.232,0.574,2.296,2.102,1.941,2.052,4.483,,0.373078,3.00632,0.629452,0.898721,0.958076,0.973208,1.10616,23.1791,27.5343,24.9635,25.0717,25.2421,27.6882,
convert-jpg2gif-query-1347,/home/hassan/Desktop/SLOT/scripts/../slot-benchmark-sat-with-select/QF_BV/uclid/catchconv/convert-jpg2gif-query-1347.smt2,25.521,0.639,2.597,2.378,2.311,2.345,5.747,,0.433818,2.98703,0.801565,0.692961,0.759084,0.814112,1.24172,26.5938,31.105,28.7006,28.525,28.6251,32.0821,
convert-jpg2gif-query-1365,/home/hassan/Desktop/SLOT/scripts/../slot-benchmark-sat-with-select/QF_BV/uclid/catchconv/convert-jpg2gif-query-1365.smt2,28.876,0.667,2.773,2.438,2.315,2.419,6.195,,0.445233,2.97567,0.8073,0.801736,1.21809,0.866143,1.21637,29.9882,34.6247,32.1213,31.9927,32.5131,35.9371,
convert-jpg2gif-query-1402,/home/hassan/Desktop/SLOT/scripts/../slot-benchmark-sat-with-select/QF_BV/uclid/catchconv/convert-jpg2gif-query-1402.smt2,26.011,0.763,3.2,2.779,2.73,2.745,10.757,,0.52333,3.20689,0.840422,0.863114,1.25434,0.799439,1.34669,27.2973,32.4179,29.6304,29.6041,30.0103,37.5674,
convert-jpg2gif-query-1424,/home/hassan/Desktop/SLOT/scripts/../slot-benchmark-sat-with-select/QF_BV/uclid/catchconv/convert-jpg2gif-query-1424.smt2,26.967,0.783,3.365,2.882,2.801,2.884,10.829,,0.592408,3.49132,0.867586,1.23375,0.85287,1.36416,1.41383,28.3424,33.8233,30.7166,31.0017,30.7039,39.1602,
convert-jpg2gif-query-1462,/home/hassan/Desktop/SLOT/scripts/../slot-benchmark-sat-with-select/QF_BV/uclid/catchconv/convert-jpg2gif-query-1462.smt2,38.212,0.866,3.513,3.19,2.934,3.146,11.341,,0.474432,3.13999,0.868669,1.73245,1.26749,1.57036,1.48453,39.5524,44.865,42.2707,42.8785,42.6255,51.1234,
convert-jpg2gif-query-1463,/home/hassan/Desktop/SLOT/scripts/../slot-benchmark-sat-with-select/QF_BV/uclid/catchconv/convert-jpg2gif-query-1463.smt2,37.889,0.85,3.493,3.145,3.015,3.098,11.373,,0.489385,3.83145,1.04608,1.42559,1.38575,1.52922,1.5062,39.2284,45.2134,42.0801,42.3296,42.3728,50.7912,
innd_innd_vc32481,/home/hassan/Desktop/SLOT/scripts/../slot-benchmark-sat-with-select/QF_BV/spear/inn_v2.4.3/innd_innd_vc32481.smt2,0.208,0.033,0.144,0.118,0.118,0.127,0.215,,1.01123,1.86886,0.979435,0.932608,1.15313,1.10165,0.990754,1.25223,2.22086,1.30543,1.25861,1.48813,1.52465,
innd_innd_vc32499,/home/hassan/Desktop/SLOT/scripts/../slot-benchmark-sat-with-select/QF_BV/spear/inn_v2.4.3/innd_innd_vc32499.smt2,0.21,0.032,0.122,0.12,0.127,0.129,0.249,,1.24045,2.14428,1.18322,1.33405,1.0481,1.1097,0.943014,1.48245,2.47628,1.51322,1.67105,1.3871,1.5687,
innd_innd_vc32635,/home/hassan/Desktop/SLOT/scripts/../slot-benchmark-sat-with-select/QF_BV/spear/inn_v2.4.3/innd_innd_vc32635.smt2,0.192,0.032,0.128,0.122,0.116,0.111,0.209,,1.30562,0.943251,1.84769,1.48352,1.5954,1.44968,1.12495,1.52962,1.26325,2.16169,1.79152,1.8984,1.85068,
innd_innd_vc32662,/home/hassan/Desktop/SLOT/scripts/../slot-benchmark-sat-with-select/QF_BV/spear/inn_v2.4.3/innd_innd_vc32662.smt2,0.253,0.037,0.134,0.125,0.139,0.135,0.288,,21.346,10.1183,2.77345,4.3974,5.25549,5.27091,5.03839,21.636,10.5053,3.15145,4.7894,5.64349,5.81191,
innd_innd_vc32740,/home/hassan/Desktop/SLOT/scripts/../slot-benchmark-sat-with-select/QF_BV/spear/inn_v2.4.3/innd_innd_vc32740.smt2,0.096,0.02,0.091,0.09,0.091,0.086,0.115,,2.13499,3.34516,4.95878,2.80687,3.19246,2.76036,2.17336,2.251,3.53216,5.14478,2.99387,3.37446,2.97136,
mobiledevice_bit8_na6_nr3_paired,/home/hassan/Desktop/SLOT/scripts/../slot-benchmark-sat-with-select/QF_BV/20221214-p4dfa-XiaoqiChen/MobileDevice/mobiledevice_bit8_na6_nr3_paired.smt2,21.918,0.117,1.172,0.521,0.508,0.52,,,27.8064,8.82846,7.5742,7.85789,16.0613,14.288,14.1437,49.8414,31.9185,30.0132,30.2839,38.4993,,
src_wget_vc18516,/home/hassan/Desktop/SLOT/scripts/../slot-benchmark-sat-with-select/QF_BV/spear/wget_v1.10.2/src_wget_vc18516.smt2,0.158,0.032,0.114,0.11,0.117,0.126,,,3.56268,3.8277,7.73645,8.67649,4.38625,8.58618,7.82388,3.75268,4.0997,8.00445,8.95149,4.67025,,
string1x8.10._bit8_na6_nr3_paired,/home/hassan/Desktop/SLOT/scripts/../slot-benchmark-sat-with-select/QF_BV/20221214-p4dfa-XiaoqiChen/StringMatching/string1x8.10._bit8_na6_nr3_paired.smt2,32.512,0.146,1.781,0.681,0.646,0.685,984.126,,650.061,143.657,104.282,44.8795,730.99,10.1653,97.9541,682.719,177.95,137.475,78.0375,764.187,1026.8,
string1x8.2._bit8_na6_nr3_paired,/home/hassan/Desktop/SLOT/scripts/../slot-benchmark-sat-with-select/QF_BV/20221214-p4dfa-XiaoqiChen/StringMatching/string1x8.2._bit8_na6_nr3_paired.smt2,45.136,0.181,3.062,0.831,0.78,0.855,,,650.018,580.478,299.901,188.056,533.013,139.41,38.1392,695.335,628.676,345.868,233.972,579.004,,
string1x8.3._bit8_na6_nr3_paired,/home/hassan/Desktop/SLOT/scripts/../slot-benchmark-sat-with-select/QF_BV/20221214-p4dfa-XiaoqiChen/StringMatching/string1x8.3._bit8_na6_nr3_paired.smt2,18.501,0.119,1.186,0.526,0.514,0.532,,,117.246,43.3466,34.7222,11.0776,66.6849,46.1792,102.593,135.866,63.0336,53.7492,30.0926,85.7179,,
string1x8.4._bit8_na6_nr3_paired,/home/hassan/Desktop/SLOT/scripts/../slot-benchmark-sat-with-select/QF_BV/20221214-p4dfa-XiaoqiChen/StringMatching/string1x8.4._bit8_na6_nr3_paired.smt2,11.147,0.085,0.653,0.382,0.366,0.38,,,46.1832,103.837,93.4183,132.242,117.943,27.3183,122.963,57.4152,115.637,104.947,143.755,129.47,,
string1x8.6._bit8_na6_nr3_paired,/home/hassan/Desktop/SLOT/scripts/../slot-benchmark-sat-with-select/QF_BV/20221214-p4dfa-XiaoqiChen/StringMatching/string1x8.6._bit8_na6_nr3_paired.smt2,18.645,0.12,1.191,0.51,0.489,0.51,560.036,,71.5137,94.7121,30.8181,33.7245,84.7457,29.8884,24.5042,90.2787,114.548,49.9731,52.8585,103.901,608.569,
string1x8.7._bit8_na6_nr3_paired,/home/hassan/Desktop/SLOT/scripts/../slot-benchmark-sat-with-select/QF_BV/20221214-p4dfa-XiaoqiChen/StringMatching/string1x8.7._bit8_na6_nr3_paired.smt2,11.072,0.087,0.65,0.384,0.369,0.383,,,315.672,195.036,136.101,177.432,302.617,76.4404,141.268,326.831,206.758,147.557,188.873,314.072,,
